
 num     #instances         #bytes  class name
 625:             8            384  org.apache.jasper.compiler.JspReader
 626:            16            384  java.net.Inet4Address
 627:            12            384  java.lang.StringCoding$StringDecoder
 628:             8            384  org.apache.jasper.compiler.JDTCompiler
 629:             8            384  org.jbpm.pvm.internal.wire.descriptor.ProvidedObjectDescriptor
 630:            16            384  org.apache.jasper.compiler.TldLocation
 631:             8            384  com.sun.org.apache.xerces.internal.util.XMLAttributesIteratorImpl
 632:            15            360  org.jbpm.pvm.internal.type.TypeMapping
 633:            15            360  javax.websocket.CloseReason$CloseCodes
 634:             5            360  com.sun.org.apache.xerces.internal.impl.dtd.models.DFAContentModel
 635:            15            360  java.util.Arrays$ArrayList
 636:             9            360  org.apache.tomcat.util.log.UserDataHelper
 637:            15            360  org.jbpm.pvm.internal.type.Type
 638:             9            360  freemarker.core.BooleanLiteral
 639:            11            352  org.apache.tomcat.util.buf.C2BConverter
 640:            11            352  com.opensymphony.xwork2.config.entities.ResultTypeConfig
 641:            11            352  org.hibernate.param.NamedParameterSpecification
 642:            11            352  java.util.regex.Pattern$Branch
 643:             2            352  org.hibernate.mapping.List
 644:            11            352  org.apache.catalina.valves.AccessLogValve$DateFormatCache
 645:            12            344  [Ljava.lang.annotation.ElementType;
 646:             7            336  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CompositeMapping
 647:             6            336  [Lorg.apache.catalina.core.ApplicationFilterConfig;
 648:             4            336  [D
 649:            14            336  javax.management.StandardMBean
 650:             7            336  org.jbpm.pvm.internal.wire.descriptor.ReferenceDescriptor
 651:             6            336  java.nio.DirectLongBufferU
 652:             7            336  freemarker.core.IfBlock
 653:             6            336  org.apache.catalina.connector.CoyoteReader
 654:            14            336  java.beans.PropertyChangeSupport
 655:            14            336  com.opensymphony.xwork2.util.FileManager$FileRevision
 656:             6            336  org.apache.catalina.connector.CoyoteWriter
 657:             6            336  sun.security.x509.X509CertInfo
 658:             6            336  sun.security.util.MemoryCache$SoftCacheEntry
 659:             2            336  [Ljava.io.File;
 660:            14            336  org.hibernate.dialect.function.NoArgSQLFunction
 661:            16            328  [Ljava.lang.management.PlatformComponent;
 662:             4            320  java.net.URI
 663:            20            320  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter
 664:             8            320  com.sun.org.apache.xerces.internal.impl.validation.ValidationState
 665:            10            320  java.io.OutputStreamWriter
 666:            20            320  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock
 667:            20            320  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock
 668:             4            320  org.hibernate.loader.collection.BasicCollectionLoader
 669:             8            320  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack2
 670:            10            320  org.hibernate.engine.query.NamedParameterDescriptor
 671:            20            320  org.hibernate.dialect.DialectFactory$VersionInsensitiveMapper
 672:             8            320  org.eclipse.jdt.internal.compiler.lookup.BaseTypeBinding
 673:             5            320  freemarker.core.UnifiedCall
 674:             1            320  [Lorg.apache.naming.resources.CacheEntry;
 675:             5            320  org.apache.tomcat.util.http.mapper.Mapper$ContextVersion
 676:             8            320  [Ljavax.servlet.jsp.tagext.Tag;
 677:            20            320  freemarker.template.SimpleScalar
 678:            10            320  java.util.logging.LogManager$LogNode
 679:            10            320  [Lcom.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBuffer;
 680:             1            312  [Ljava.util.jar.JarFile;
 681:             6            312  [Lcom.sun.org.apache.xerces.internal.impl.xs.util.SimpleLocator;
 682:            13            312  java.util.regex.Pattern$BitClass
 683:            13            312  java.util.concurrent.ConcurrentLinkedQueue$Node
 684:            13            312  ognl.internal.ClassCacheImpl
 685:            13            312  java.util.Collections$SingletonList
 686:            13            312  org.apache.log4j.Level
 687:            13            312  sun.misc.MetaIndex
 688:             1            312  [Ljava.net.URL;
 689:            11            304  [Ljava.util.regex.Pattern$Node;
 690:            19            304  org.hibernate.id.Assigned
 691:             2            304  org.hibernate.event.EventListeners
 692:            18            296  [Lorg.hibernate.engine.query.OrdinalParameterDescriptor;
 693:             6            288  org.apache.catalina.loader.ResourceEntry
 694:            12            288  freemarker.cache.URLTemplateSource
 695:            12            288  freemarker.cache.MultiTemplateLoader$MultiSource
 696:            12            288  org.hibernate.hql.ast.ParameterTranslationsImpl$ParameterInfo
 697:            12            288  java.util.BitSet
 698:            12            288  org.springframework.beans.BeanWrapperImpl$PropertyTokenHolder
 699:             9            288  org.springframework.asm.Type
 700:             6            288  org.hibernate.engine.JoinSequence
 701:             9            288  java.util.logging.Level
 702:             2            288  [Lorg.dom4j.tree.ConcurrentReaderHashMap$Entry;
 703:            12            288  org.apache.tomcat.util.http.MimeHeaders
 704:            18            288  java.util.regex.Pattern$CharPropertyNames$4
 705:             9            288  org.hibernate.id.IncrementGenerator
 706:            12            288  com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$CharToken
 707:             8            288  [Ljava.lang.Boolean;
 708:             4            288  org.apache.juli.FileHandler
 709:             9            288  sun.security.jca.ProviderConfig
 710:             6            288  org.apache.tomcat.util.http.ServerCookie
 711:             6            288  freemarker.core.BuiltIn$sizeBI
 712:             5            280  sun.management.MemoryPoolImpl
 713:             7            280  com.sun.xml.internal.stream.util.BufferAllocator
 714:            17            280  [Lorg.hibernate.hql.ast.ParameterTranslationsImpl$ParameterInfo;
 715:             5            280  com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl
 716:             5            280  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner
 717:             7            280  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit
 718:             5            280  org.hibernate.hql.ast.tree.OrderByClause
 719:             7            280  org.apache.tomcat.util.buf.UEncoder
 720:             6            280  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State;
 721:             7            280  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$Limit
 722:             5            280  freemarker.core.IteratorBlock
 723:             7            280  org.hibernate.engine.JoinSequence$Join
 724:             2            280  [Ljavax.servlet.jsp.tagext.TagInfo;
 725:            17            272  antlr.TreeParserSharedInputState
 726:            17            272  org.hibernate.hql.ast.util.AliasGenerator
 727:            17            272  org.hibernate.hql.ast.util.LiteralProcessor
 728:             3            264  java.beans.IndexedPropertyDescriptor
 729:            11            264  org.hibernate.type.AnyType
 730:            11            264  org.hibernate.type.ListType
 731:             1            264  org.hibernate.stat.StatisticsImpl
 732:             1            264  org.apache.struts2.views.jsp.ui.AnchorTag
 733:            11            264  com.opensymphony.xwork2.config.entities.InterceptorStackConfig
 734:            15            264  [Lorg.apache.tomcat.util.http.mapper.Mapper$Wrapper;
 735:             4            256  [Lcom.sun.org.apache.xerces.internal.impl.xs.XSElementDecl;
 736:            16            256  org.apache.jasper.compiler.JarURLResource
 737:             8            256  org.apache.tomcat.util.digester.SetPropertiesRule
 738:             8            256  java.lang.OutOfMemoryError
 739:             8            256  [Ljava.text.SimpleDateFormat;
 740:             1            256  org.apache.struts2.views.jsp.ui.FormTag
 741:             8            256  freemarker.ext.beans.BooleanModel
 742:             8            256  sun.misc.ProxyGenerator$PrimitiveTypeInfo
 743:            16            256  org.eclipse.jdt.internal.compiler.impl.IntConstant
 744:             6            240  org.springframework.transaction.interceptor.RuleBasedTransactionAttribute
 745:             2            240  org.apache.catalina.connector.Connector
 746:            10            240  org.springframework.core.NamedThreadLocal
 747:             3            240  [Lcom.sun.org.apache.xerces.internal.impl.xs.XSComplexTypeDecl;
 748:            10            240  org.apache.catalina.core.ApplicationContext$DispatchData
 749:             2            240  freemarker.template.Configuration
 750:            10            240  com.sun.org.apache.xerces.internal.impl.dtd.XMLAttributeDecl
 751:             5            240  java.util.concurrent.LinkedBlockingQueue
 752:            10            240  sun.misc.FDBigInt
 753:            10            240  org.apache.jasper.runtime.JspFactoryImpl$PageContextPool
 754:             6            240  org.apache.coyote.http11.filters.IdentityInputFilter
 755:             3            240  sun.net.www.protocol.jar.URLJarFile
 756:             5            240  java.io.PrintWriter
 757:             2            240  [Lsun.nio.cs.CharsetMapping$Entry;
 758:             5            240  org.apache.jasper.compiler.Node$JspAttribute
 759:             5            240  java.io.BufferedWriter
 760:            10            232  [Ljava.security.cert.Certificate;
 761:             7            224  java.io.FileOutputStream
 762:             4            224  org.apache.catalina.startup.CallMethodMultiRule
 763:             4            224  org.apache.catalina.startup.LifecycleCallbackRule
 764:            14            224  java.beans.PropertyChangeSupport$PropertyChangeListenerMap
 765:             7            224  org.jbpm.pvm.internal.cal.Day
 766:             1            216  [Lorg.dom4j.Element;
 767:             9            216  org.eclipse.jdt.internal.compiler.lookup.TypeConstants$CloseMethodRecord
 768:             9            216  sun.util.logging.PlatformLogger$Level
 769:             9            216  sun.misc.URLClassPath$FileLoader
 770:             1            216  org.apache.struts2.views.jsp.ui.PasswordTag
 771:             3            216  org.apache.juli.ClassLoaderLogManager$RootLogger
 772:             9            216  java.util.regex.Pattern$CharProperty$1
 773:             9            216  java.util.logging.Level$KnownLevel
 774:             9            216  org.apache.coyote.AsyncStateMachine$AsyncState
 775:             9            216  org.apache.tomcat.util.http.mapper.Mapper$Wrapper
 776:             1            216  org.apache.struts2.views.jsp.ui.TextFieldTag
 777:             1            208  [Lsun.misc.FDBigInt;
 778:             5            208  [[B
 779:             2            208  org.apache.tomcat.util.net.SocketProperties
 780:             5            200  com.sun.xml.internal.stream.XMLEntityStorage
 781:             5            200  sun.management.MemoryPoolImpl$PoolSensor
 782:             5            200  sun.management.MemoryPoolImpl$CollectionSensor
 783:             5            200  freemarker.core.NumberLiteral
 784:             5            200  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager
 785:             1            200  org.apache.struts2.views.jsp.ui.HiddenTag
 786:             5            200  com.sun.org.apache.xerces.internal.impl.XMLErrorReporter
 787:             5            200  sun.nio.cs.UTF_8$Decoder
 788:             5            200  com.sun.org.apache.xerces.internal.impl.XMLVersionDetector
 789:             5            200  com.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBufferPool
 790:             5            200  com.sun.org.apache.xerces.internal.util.XMLAttributesImpl
 791:             2            192  sun.security.jgss.SunProvider
 792:             8            192  java.math.RoundingMode
 793:             2            192  org.eclipse.jdt.internal.compiler.CompilationResult
 794:            12            192  org.jbpm.pvm.internal.type.matcher.ClassNameMatcher
 795:             4            192  com.sun.org.apache.xerces.internal.impl.xs.SchemaGrammar$BuiltinAttrDecl
 796:             1            192  com.mysql.jdbc.MysqlIO
 797:             4            192  com.opensymphony.xwork2.interceptor.ParametersInterceptor
 798:             8            192  java.lang.annotation.ElementType
 799:             6            192  sun.util.LocaleServiceProviderPool
 800:             8            192  com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket
 801:             2            192  org.apache.tomcat.util.threads.ThreadPoolExecutor
 802:             6            192  org.apache.catalina.util.StringParser
 803:             2            192  [Ljava.lang.Thread;
 804:             3            192  org.apache.struts2.config.StrutsXmlConfigurationProvider
 805:            12            192  java.util.regex.Pattern$Dot
 806:             2            192  [Ljava.text.DateFormat$Field;
 807:             8            192  org.hibernate.type.AdaptedImmutableType
 808:             6            192  org.apache.coyote.http11.filters.IdentityOutputFilter
 809:             6            192  org.apache.catalina.core.ApplicationFilterChain
 810:             6            192  org.apache.tomcat.util.http.Cookies
 811:             6            192  [Ljava.lang.ref.WeakReference;
 812:             2            192  sun.security.provider.Sun
 813:             8            192  org.apache.tomcat.util.net.AbstractEndpoint$Handler$SocketState
 814:             8            192  org.apache.jasper.runtime.TagHandlerPool
 815:             6            192  com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$ClosureToken
 816:             3            192  org.apache.naming.resources.FileDirContext
 817:             1            192  org.apache.catalina.loader.WebappClassLoader
 818:             6            192  [Lorg.apache.tomcat.util.http.ServerCookie;
 819:             6            192  org.apache.coyote.http11.filters.BufferedInputFilter
 820:            10            184  [Lorg.apache.jasper.runtime.BodyContentImpl;
 821:            11            176  java.text.NumberFormat$Field
 822:             1            176  org.apache.catalina.deploy.WebXml
 823:             2            176  java.util.jar.JarVerifier
 824:             1            176  [Lorg.apache.coyote.ActionCode;
 825:            11            176  java.util.regex.Pattern$BranchConn
 826:            11            176  com.sun.org.apache.xerces.internal.impl.xs.util.XInt
 827:             2            176  org.apache.catalina.deploy.NamingResources
 828:             3            168  org.jbpm.pvm.internal.wire.descriptor.ListDescriptor
 829:             7            168  sun.security.x509.NetscapeCertTypeExtension$MapEntry
 830:             7            168  org.springframework.transaction.annotation.Propagation
 831:             7            168  org.hibernate.event.LoadEventListener$LoadType
 832:             1            168  org.apache.jasper.compiler.PageInfo
 833:             7            168  java.util.concurrent.LinkedBlockingQueue$Node
 834:             3            168  com.sun.org.apache.xerces.internal.impl.xs.XSDDescription
 835:             7            168  org.apache.jasper.compiler.Node$ChildInfo
 836:             7            168  org.apache.tomcat.util.net.SocketStatus
 837:             3            168  javax.management.openmbean.OpenMBeanOperationInfoSupport
 838:             1            168  org.apache.catalina.core.StandardHost
 839:             7            168  java.util.regex.Pattern$6
 840:             3            168  org.apache.jasper.runtime.BodyContentImpl
 841:             7            168  com.sun.org.apache.xerces.internal.util.FeatureState
 842:             5            160  org.apache.tomcat.util.digester.RulesBase
 843:             4            160  sun.security.rsa.RSAPublicKeyImpl
 844:             5            160  java.lang.ClassLoader$NativeLibrary
 845:             4            160  java.util.Collections$SingletonMap
 846:            10            160  com.sun.proxy.$Proxy3
 847:             5            160  com.sun.org.apache.xerces.internal.util.NamespaceSupport
 848:             4            160  org.apache.catalina.startup.CallParamMultiRule
 849:             6            160  [Lorg.apache.el.parser.Node;
 850:             5            160  org.apache.catalina.core.StandardPipeline
 851:             4            160  sun.security.x509.AuthorityKeyIdentifierExtension
 852:            10            160  java.util.Formatter$Flags
 853:             4            160  org.apache.catalina.mbeans.ContainerMBean
 854:             5            160  com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl$NSContentDriver
 855:            10            160  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable
 856:             4            160  freemarker.ext.beans.BeansModelCache
 857:             2            160  org.apache.catalina.core.StandardWrapperValve
 858:             2            160  org.apache.jasper.compiler.TagLibraryInfoImpl
 859:            10            160  com.sun.proxy.$Proxy0
 860:             5            160  org.hibernate.dialect.function.SQLFunctionTemplate
 861:             1            160  org.springframework.beans.factory.support.DefaultListableBeanFactory
 862:             6            160  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State;
 863:            10            160  org.hibernate.util.MarkerObject
 864:             1            152  org.apache.catalina.session.StandardManager
 865:             2            152  [Lorg.eclipse.jdt.internal.compiler.lookup.LocalVariableBinding;
 866:             6            144  org.springframework.aop.framework.JdkDynamicAopProxy
 867:             6            144  sun.security.util.Cache$EqualByteArray
 868:             6            144  com.sun.org.apache.xerces.internal.util.Status
 869:             3            144  [Ljavax.el.ELResolver;
 870:             6            144  org.apache.coyote.http11.filters.GzipOutputFilter
 871:             3            144  java.lang.ThreadGroup
 872:             3            144  org.apache.catalina.util.Extension
 873:             3            144  freemarker.core.BuiltIn$dateBI
 874:             9            144  org.hibernate.engine.IdentifierValue
 875:             6            144  sun.security.x509.CertificateValidity
 876:             6            144  sun.security.x509.CertificateIssuerName
 877:             6            144  java.lang.reflect.Proxy$KeyX
 878:             6            144  org.xml.sax.helpers.AttributesImpl
 879:             6            144  sun.security.x509.CertificateSubjectName
 880:             3            144  org.apache.struts2.interceptor.ActionMappingParametersInteceptor
 881:             6            144  org.apache.coyote.http11.filters.GzipOutputFilter$FakeOutputStream
 882:             6            144  org.hibernate.LockMode
 883:             6            144  java.util.regex.Pattern$CharPropertyNames$2
 884:             2            144  org.apache.jasper.compiler.Node$IncludeDirective
 885:             3            144  org.apache.catalina.deploy.FilterDef
 886:             6            144  sun.security.util.BitArray
 887:             2            144  [Ljava.math.BigDecimal;
 888:             6            144  org.apache.coyote.AsyncStateMachine
 889:             6            144  sun.misc.PerfCounter
 890:             6            144  org.apache.jasper.compiler.ErrorDispatcher
 891:             6            144  org.apache.coyote.http11.filters.ChunkedOutputFilter
 892:             2            144  org.apache.catalina.deploy.ServletDef
 893:             6            144  [Lorg.springframework.aop.Advisor;
 894:             6            144  org.hibernate.hql.ast.util.JoinProcessor$1
 895:             2            144  com.mysql.jdbc.ConnectionProperties$MemorySizeConnectionProperty
 896:             6            144  [Lcom.sun.org.apache.xerces.internal.impl.RevalidationHandler;
 897:             1            136  org.hibernate.impl.SessionFactoryImpl
 898:             1            136  [Lcom.sun.org.apache.xerces.internal.impl.dv.xs.TypeValidator;
 899:             1            136  org.apache.catalina.core.StandardEngine
 900:             4            128  sun.security.x509.URIName
 901:             4            128  sun.security.x509.NetscapeCertTypeExtension
 902:             8            128  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$XMLDeclDriver
 903:             4            128  javax.management.MBeanNotificationInfo
 904:             8            128  [Lorg.apache.catalina.Session;
 905:             4            128  org.apache.naming.NamingContext
 906:             2            128  com.sun.org.apache.xerces.internal.impl.xpath.regex.RegularExpression
 907:             8            128  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver
 908:             6            128  [Ljava.security.CodeSigner;
 909:             4            128  java.util.RegularEnumSet
 910:             4            128  org.apache.el.parser.AstDotSuffix
 911:             8            128  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver
 912:             4            128  java.util.Random
 913:             1            128  org.apache.coyote.http11.Http11Protocol
 914:             8            128  java.util.regex.Pattern$CharPropertyNames$3
 915:             4            128  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping
 916:             2            128  org.apache.struts2.views.jsp.IteratorTag
 917:             4            128  java.util.regex.Pattern$BnM
 918:             1            128  org.apache.catalina.valves.AccessLogValve
 919:             4            128  com.opensymphony.xwork2.interceptor.DefaultWorkflowInterceptor
 920:             8            128  com.sun.proxy.$Proxy9
 921:             2            128  java.io.ExpiringCache$1
 922:             4            128  javax.management.StandardEmitterMBean
 923:             2            128  org.hibernate.mapping.Any
 924:             4            128  org.apache.struts2.interceptor.validation.AnnotationValidationInterceptor
 925:             2            128  java.security.SecureRandom
 926:             1            128  org.jbpm.pvm.internal.cal.BusinessCalendarImpl
 927:             4            128  [[Lcom.sun.org.apache.xerces.internal.xni.QName;
 928:             2            128  org.apache.commons.collections.map.LRUMap
 929:             4            128  com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl
 930:             5            120  com.sun.org.apache.xerces.internal.util.PropertyState
 931:             1            120  org.springframework.orm.hibernate3.LocalSessionFactoryBean
 932:             5            120  org.hibernate.FlushMode
 933:             5            120  [Lorg.jbpm.pvm.internal.cal.DayPart;
 934:             5            120  org.springframework.transaction.annotation.Isolation
 935:             5            120  org.apache.catalina.valves.AccessLogValve$FormatType
 936:             3            120  java.util.IdentityHashMap
 937:             5            120  com.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State
 938:             5            120  java.lang.RuntimePermission
 939:             5            120  org.apache.catalina.core.ContainerBase$StartStopThreadFactory
 940:             5            120  com.sun.org.apache.xerces.internal.impl.xs.traversers.LargeContainer
 941:             5            120  org.apache.naming.NamingEntry
 942:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State
 943:             1            120  org.hibernate.cfg.Configuration
 944:             1            120  org.hibernate.cfg.Settings
 945:             3            120  com.sun.org.apache.xerces.internal.jaxp.DocumentBuilderFactoryImpl
 946:             5            120  com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$LocatorProxy
 947:             5            120  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$State
 948:             1            120  org.springframework.web.context.support.XmlWebApplicationContext
 949:             3            120  freemarker.core.NotExpression
 950:             5            120  com.sun.org.apache.xerces.internal.impl.validation.ValidationManager
 951:             5            120  sun.security.jca.ServiceId
 952:             5            120  org.springframework.beans.factory.config.RuntimeBeanReference
 953:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager
 954:             5            120  org.hibernate.CacheMode
 955:             5            120  javax.servlet.DispatcherType
 956:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State
 957:             5            120  org.eclipse.jdt.internal.compiler.parser.Scanner$Goal
 958:             5            120  com.sun.org.apache.xerces.internal.util.SymbolTable
 959:             5            120  [Lorg.apache.jasper.compiler.Node$JspAttribute;
 960:             5            120  com.sun.org.apache.xerces.internal.impl.msg.XMLMessageFormatter
 961:             1            112  java.util.logging.LogManager$Cleaner
 962:             1            112  org.apache.catalina.startup.Catalina$CatalinaShutdownHook
 963:             7            112  sun.security.x509.SerialNumber
 964:             2            112  org.apache.catalina.startup.WebRuleSet
 965:             2            112  org.jbpm.pvm.internal.wire.descriptor.EnvDescriptor
 966:             7            112  org.apache.catalina.valves.AccessLogValve$StringElement
 967:             2            112  com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap
 968:             2            112  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap
 969:             2            112  org.apache.tomcat.util.threads.TaskQueue
 970:             2            112  ognl.ASTVarRef
 971:             1            112  java.util.TimerThread
 972:             2            112  sun.security.provider.SHA
 973:             2            112  org.dom4j.tree.ConcurrentReaderHashMap
 974:             7            112  org.apache.tomcat.util.buf.UDecoder
 975:             1            112  org.apache.juli.ClassLoaderLogManager$Cleaner
 976:             1            112  org.apache.taglibs.standard.tlv.JstlCoreTLV
 977:             7            112  com.sun.proxy.$Proxy8
 978:             2            112  org.apache.coyote.RequestGroupInfo
 979:             7            112  sun.reflect.generics.tree.ArrayTypeSignature
 980:             1            112  java.lang.ref.Finalizer$FinalizerThread
 981:             7            112  sun.security.x509.GeneralName
 982:             7            112  javax.servlet.jsp.tagext.TagData
 983:             1            104  org.apache.tomcat.websocket.server.WsServerContainer
 984:             6            104  [Lorg.eclipse.jdt.internal.compiler.lookup.ReferenceBinding;
 985:             1            104  java.lang.ref.Reference$ReferenceHandler
 986:             1            104  org.apache.catalina.realm.LockOutRealm
 987:             1            104  sun.misc.GC$Daemon
 988:             4             96  java.util.regex.Pattern$Dollar
 989:             2             96  org.jbpm.pvm.internal.wire.descriptor.ContextTypeRefDescriptor
 990:             3             96  org.apache.commons.lang.xwork.Entities$LookupEntityMap
 991:             6             96  com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammar$QNameHashtable
 992:             4             96  java.lang.Double
 993:             6             96  sun.security.x509.CertificateAlgorithmId
 994:             1             96  org.apache.catalina.core.StandardServer
 995:             3             96  org.apache.commons.lang.xwork.IntHashMap
 996:             6             96  org.springframework.aop.target.SingletonTargetSource
 997:             1             96  com.sun.security.sasl.Provider
 998:             2             96  org.apache.catalina.connector.MapperListener
 999:             1             96  sun.security.jca.ProviderList$1
1000:             1             96  org.jcp.xml.dsig.internal.dom.XMLDSigRI
1001:             3             96  sun.security.x509.KeyUsageExtension
1002:             6             96  com.sun.proxy.$Proxy4
1003:             1             96  sun.security.smartcardio.SunPCSC
1004:             4             96  java.text.EntryPair
1005:             6             96  sun.security.x509.CertificateX509Key
1006:             4             96  javax.management.NotificationBroadcasterSupport
1007:             3             96  org.apache.tomcat.util.http.HttpMessages
1008:             3             96  sun.security.x509.SubjectKeyIdentifierExtension
1009:             3             96  sun.security.x509.BasicConstraintsExtension
1010:             2             96  sun.management.GarbageCollectorImpl
1011:             2             96  org.apache.catalina.mbeans.NamingResourcesMBean
1012:             2             96  org.jbpm.pvm.internal.wire.descriptor.CommandServiceDescriptor
1013:             2             96  [Lorg.springframework.transaction.annotation.Propagation;
1014:             6             96  org.springframework.aop.framework.DefaultAdvisorChainFactory
1015:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping
1016:             4             96  java.text.Normalizer$Form
1017:             6             96  org.apache.catalina.connector.RequestFacade
1018:             1             96  sun.security.rsa.SunRsaSign
1019:             6             96  sun.security.x509.KeyIdentifier
1020:             3             96  com.opensymphony.xwork2.util.FileManager$JarEntryRevision
1021:             4             96  freemarker.ext.beans.EnumModels
1022:             6             96  org.springframework.aop.framework.DefaultAopProxyFactory
1023:             4             96  java.util.concurrent.ConcurrentLinkedQueue
1024:             2             96  org.jbpm.pvm.internal.wire.descriptor.EnvironmentInterceptorDescriptor
1025:             6             96  org.apache.coyote.http11.InternalInputBuffer$InputStreamInputBuffer
1026:             3             96  org.apache.catalina.core.ApplicationFilterConfig
1027:             1             96  org.dom4j.io.SAXContentHandler
1028:             4             96  org.springframework.core.Constants
1029:             2             96  org.apache.struts2.interceptor.ExecuteAndWaitInterceptor
1030:             4             96  freemarker.ext.beans.StaticModels
1031:             1             96  sun.security.ec.SunEC
1032:             6             96  org.apache.coyote.http11.InternalOutputBuffer$OutputStreamOutputBuffer
1033:             6             96  org.apache.catalina.connector.CoyoteInputStream
1034:             3             96  org.apache.juli.ClassLoaderLogManager$ClassLoaderLogInfo
1035:             3             96  org.apache.tomcat.util.buf.UDecoder$DecodeException
1036:             6             96  org.apache.catalina.connector.CoyoteOutputStream
1037:             1             96  [Lcom.sun.org.apache.xerces.internal.impl.xpath.regex.RegularExpression;
1038:             4             96  org.apache.tomcat.util.net.AbstractEndpoint$Acceptor$AcceptorState
1039:             4             96  sun.security.x509.CertificateExtensions
1040:             3             96  org.apache.coyote.ErrorState
1041:             6             96  org.apache.catalina.connector.ResponseFacade
1042:             4             96  java.net.InetAddress$CacheEntry
1043:             3             96  com.mysql.jdbc.Buffer
1044:             4             96  org.apache.catalina.startup.TaglibLocationRule
1045:             3             96  com.opensymphony.xwork2.ognl.accessor.XWorkCollectionPropertyAccessor
1046:             3             96  javax.management.MBeanConstructorInfo
1047:             3             96  com.opensymphony.xwork2.interceptor.ExceptionMappingInterceptor
1048:             1             96  com.sun.net.ssl.internal.ssl.Provider
1049:             2             96  sun.text.normalizer.CharTrie
1050:             4             96  org.apache.catalina.startup.ClassLoaderFactory$RepositoryType
1051:             4             96  org.eclipse.jdt.internal.compiler.ast.NullAnnotationMatching
1052:             2             96  org.jbpm.pvm.internal.wire.descriptor.StringDescriptor
1053:             2             96  org.apache.catalina.core.NamingContextListener
1054:             3             96  ognl.IntHashMap
1055:             3             96  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap
1056:             4             96  org.apache.tomcat.util.log.UserDataHelper$Config
1057:             3             96  org.apache.catalina.deploy.FilterMap
1058:             1             96  com.sun.crypto.provider.SunJCE
1059:             3             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap
1060:             2             96  javax.management.openmbean.TabularType
1061:             2             96  com.sun.org.apache.xerces.internal.util.URI
1062:             2             96  freemarker.core.SequenceBuiltins$seq_index_ofBI
1063:             6             96  org.apache.coyote.http11.filters.VoidInputFilter
1064:             4             96  com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$ParenToken
1065:             3             96  org.apache.struts2.interceptor.FileUploadInterceptor
1066:             2             96  freemarker.core.DynamicKeyName
1067:             6             96  sun.security.x509.CertificateVersion
1068:             6             96  org.hibernate.engine.Status
1069:             6             96  org.apache.coyote.http11.filters.VoidOutputFilter
1070:             6             96  org.apache.jasper.compiler.DefaultErrorHandler
1071:             3             96  com.opensymphony.xwork2.interceptor.PrepareInterceptor
1072:             4             96  com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$UnionToken
1073:             4             96  com.opensymphony.xwork2.inject.util.ReferenceType
1074:             6             96  sun.security.x509.CertificateSerialNumber
1075:             1             96  org.apache.jasper.EmbeddedServletOptions
1076:             1             88  [Lsun.security.util.ObjectIdentifier;
1077:             1             88  [[Ljava.lang.Byte;
1078:             3             88  [Lcom.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State;
1079:             1             88  sun.nio.cs.CharsetMapping
